Year,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Sugar_From_Other,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield,Net_Sugar_Trade,Continent_Africa,Continent_Asia,Continent_Europe,Continent_North America,Continent_Oceania,Continent_South America,PC1,PC2,Cluster
2005,78045455.86528085,3748.169130135565,65.00187127277025,5073100.675579657,78.78141384104629,30.632940816804854,24.298190759694137,-33.7125454175453,63.60024070543356,178.10512728739047,13.99415287537982,6.671583164251271,4956976.38752261,8327869.93711572,2.0179995205886723,0.0,1,0.0,24.333161659863983,3,49.81701058724359,3370893.5495931096,0,0,0,1,0,0,-0.5373324569277311,1.822316931397026,3
2021,152217471.17497674,33560.17720327332,17.15601149779414,2611444.685643049,64.03042273524692,25.078058275490672,26.62782453257016,-15.73630554330775,272.2982891743299,47.00747150395595,8.572880961893574,33.6465652514852,3336239.07536433,8761326.507548824,0.971460000922872,0.0,0,0.0,60.98717379012552,2,42.285103700358704,5425087.432184494,0,0,1,0,0,0,-1.410210314541766,-1.2483074427842809,0
2023,117925527.8332949,17615.366669036026,36.94600773425759,4356877.463395322,79.41072810120782,28.963277044249597,10.403719953192343,-18.777725098649768,101.37107932495128,101.2320611918658,6.250118994861181,37.36175821121228,3674722.666968984,3997228.459721467,2.28411794956234,1.0,0,0.0,14.337124162395591,5,70.0806907621201,322505.7927524829,0,0,0,1,0,0,-0.6144058332111904,1.9248841698264696,3
2018,192144750.4934876,25339.407499576417,15.033781805087258,2888662.253912025,53.42936633001434,26.80074709496508,52.9987523027968,-33.228865727776224,24.02630835178797,41.19256214593909,8.373519464800479,7.41312141611725,9548808.561342595,7504825.304783222,3.1423667770720742,0.0,0,0.0,62.72849178185872,1,66.01619505407703,-2477861.3598850695,0,0,0,0,0,1,-0.3326239914576754,0.6548925408336235,1
1994,154805946.80043793,11243.211249420843,50.87864000108669,7876316.037286859,57.96936133659496,33.36471903088639,17.546218264436398,-8.880298631917753,24.02630835178797,139.40747360297755,13.42314563248131,34.420327283352975,5816510.811419255,6423367.157019589,1.8754891022489493,1.0,0,0.0,36.99301905226911,3,53.87185312232522,606856.345600334,0,0,0,1,0,0,-0.5748184864798689,1.8759374121247763,3
2020,55843133.85854942,8431.992868722973,59.09547527980502,3300076.5364847505,85.10893288531747,36.30960276965193,45.514823909291536,-60.3822373636425,281.3084188581101,161.9216022666658,11.905419190416346,20.482208883244876,5187507.508692044,9167882.996483872,3.12349426600302,0.0,1,1.0,57.10916509009695,5,88.43673905345122,3980375.487791828,0,1,0,0,0,0,1.6191007693521873,-0.4433430306808219,2
1999,243203448.70141783,12556.482285272075,30.315415986763057,7372813.716798871,61.74621627857033,20.71857284875655,4.576183060039396,12.95902781263372,118.03099680026584,83.06423980373079,4.477834444466701,11.236121908401692,4229947.29351608,8666661.066812187,4.602419525638914,0.0,0,1.0,17.384574628342904,2,71.833615715134,4436713.773296108,0,0,1,0,0,0,-1.4354812593117778,-1.426625124786551,0
1963,142186364.30382657,4027.467230776409,30.788808692357023,4377748.769212297,58.23765577870509,18.72598333316801,3.1522188568801512,16.021304080686846,190.1409798690794,84.36133581705825,11.697316150679484,18.51965186950839,7771864.318876114,2466251.8914871565,2.308823321788847,1.0,0,1.0,46.74990512064697,3,96.445575628952,-5305612.427388957,0,0,0,0,0,1,-0.3582124140895174,0.6098959805174303,1
1986,46816223.85388885,14265.469710491929,18.2495857483856,854376.6916371598,53.56010352540582,13.476661208120976,56.94214655834641,-26.76590371134182,130.03697359974933,50.00386495057654,13.249748432559706,35.30487448200561,7226770.98158401,3430919.975576594,4.737125157142068,0.0,1,1.0,62.1374649969685,1,76.90845639775233,-3795851.0060074157,0,1,0,0,0,0,1.5879958816095212,-0.28404190544530705,2
1975,50897073.03567,34672.37063810294,24.92475272756595,1268596.9599709392,65.71819977585531,33.48436576550064,7.381096634124589,-6.583662175480541,71.8905628683849,68.29382247353071,4.531783023177864,9.274468617720704,6442543.164878788,2744920.5627232697,4.370825532381435,0.0,0,0.0,19.679228591214223,2,64.15011798908162,-3697622.6021555187,0,0,0,0,0,1,-0.38988122479381143,0.7425163653026209,1
1977,239293554.7332078,32748.355794599604,26.053048837442677,6234326.667949525,52.67928300037147,38.26921746486968,45.95153929651124,-37.47630383311139,264.53013121517256,71.38535381459293,3.4972647772680614,8.450078725787455,1747995.800358957,5178544.853080787,0.7246161042749701,0.0,1,0.0,36.58382094155486,2,95.94050850852118,3430549.05272183,0,0,0,1,0,0,-0.5533231517233854,1.8741203640346893,3
1966,211194962.08270705,27947.56217682064,15.11232799012993,3191647.536856923,69.87921839819802,11.836257170020628,36.27100689157368,-17.98648245979234,284.43455776193537,41.407778692956015,3.4972647772680614,38.24432600462176,1187957.8106975518,673641.0240459745,3.510692452694685,0.0,0,0.0,14.337124162395591,3,96.445575628952,-514316.78665157733,0,0,1,0,0,0,-1.4854931131083997,-1.324532876232123,0
1970,152451857.80938855,2981.305456406525,25.14689495424637,3833690.8539123978,86.76818947866505,21.024483361125863,27.17717166007636,-34.969844499867264,284.43455776193537,68.90249217463506,3.4972647772680614,15.273468124509352,4912691.850662173,3610894.227954708,2.0304292271989164,0.0,1,1.0,16.46747210457411,5,49.41043629623597,-1301797.6227074647,0,0,1,0,0,0,-1.4327894193666582,-1.4003287105608058,0
1967,92518371.4159474,6726.208990298553,63.97169857655455,5918557.369014706,81.48537380780412,31.961812665288587,3.1522188568801512,-15.662427732794256,24.02630835178797,175.2824540997595,3.704188669578055,35.14592354319311,7992345.770945385,9245394.369979871,1.645210615393093,0.0,0,0.0,26.05142812338854,1,73.14837459530568,1253048.5990344863,0,0,0,1,0,0,-0.613205500352364,2.1065661820402717,3
2018,138696089.00232574,42222.03671810887,26.150079111236483,3626913.6998299146,52.12525905786229,27.26150348252393,19.717721908496017,1.393823822419435,24.60688383888619,71.65121676478797,13.065496023697184,24.65280867700785,698666.1320612286,7658653.468735038,3.817329179693621,0.0,1,0.0,83.58202227204836,5,65.51424897168404,6843333.527509561,0,1,0,0,0,0,1.6446617131297274,-0.47579101781465366,2
2023,191308577.604275,13951.04930334634,22.83841704252868,4369185.079139395,61.99032656419724,33.526080762735155,54.00543687853957,-49.52184420547195,258.8102000304507,62.577262696528585,12.129264965916509,13.414415739444252,8975783.282137202,3312365.9856592435,3.781019757435316,0.0,0,0.0,85.9110441412548,1,69.54722651704488,-5663417.296477959,0,0,1,0,0,0,-1.3401130550560971,-1.331830992486071,0
2011,263905412.9114248,45653.84498466659,30.001748388693997,7917623.796582962,57.505771318719454,6.646180221083272,54.30915373959567,-17.380012327238433,61.08564031340495,82.20479058502156,14.930378978105496,15.325148615988017,8497239.39034471,4413015.04045089,3.594680768420488,0.0,0,0.0,29.15069685478877,3,48.78134792358638,-4084224.3498938195,0,0,1,0,0,0,-1.4054443837774129,-1.5837471145375888,0
2023,167204492.43593988,43790.03268152666,66.42094719806886,11272550.246874347,52.67759420614436,36.89716096714185,35.981914811557154,-25.556669984843357,172.88015868067544,181.9933953227087,8.17637890117141,19.41854947189316,2059684.992339993,7108794.215674877,0.7246161042749701,0.0,1,0.0,66.43617523367365,2,76.0840790864649,5049109.223334884,0,0,1,0,0,0,-1.3788916113997387,-1.2956661304396078,0
1965,83743853.13735129,8168.888189641683,54.697643572532975,4580591.430297389,54.34562191918632,7.147311815888132,34.48049313143445,4.026573133491098,178.1541063176961,149.87154338874035,12.473612847319336,10.233596271516513,4116017.952387537,9324586.671429295,3.1678026798863432,0.0,0,1.0,68.55090491317553,2,83.98165394681007,5208568.719041758,0,1,0,0,0,0,1.6420721587894995,-0.40919727648785753,2
2015,15941265.930589449,44958.52609152962,18.11299064060409,392941.95378808025,86.32577490251596,20.59173521710934,25.53589765540084,-32.453407775026136,201.9647189257746,49.62959435525521,7.75790630089321,29.84848901355496,618068.4105318745,7718241.677694009,3.179091170988438,0.0,0,0.0,60.262095773381,3,48.63701783493346,6843333.527509561,0,0,0,1,0,0,-0.5435967142581201,2.106458665573287,3
2007,53461061.71910544,31577.824112844795,53.91585368170048,2882398.7813156475,62.40332860255189,14.651753940898262,46.53389821945981,-23.588980762909955,24.02630835178797,147.7294390878593,10.52403619442117,19.61794196567981,561911.1120769694,9522016.77974872,4.774125823065534,0.0,1,0.0,57.810734745360655,2,37.06863214010354,6843333.527509561,0,0,1,0,0,0,-1.3821791697392036,-1.2377684348374869,0
1964,195403108.5780764,31699.19686406899,54.80526474004802,10709119.096649822,65.68895504914383,37.486780623901815,52.97668444258374,-56.15242011562938,99.50039282515536,150.16642538773158,8.96672877086997,36.12293874100159,4163549.46165269,9522016.77974872,4.0096923402256985,0.0,1,1.0,49.21690641920857,5,54.47286929819784,5760850.609710921,0,1,0,0,0,0,1.5710425180958743,-0.49128298002548465,2
2016,48970653.08042314,42707.65334589298,66.42094719806886,3269227.4144981764,69.42803473286786,14.630009674706358,43.65045460648427,-27.708499014058475,159.10625319248598,181.9933953227087,8.933741706366405,37.04783797134611,3268252.429959182,1920305.6156782017,2.1239016885232003,0.0,1,0.0,25.87839269225526,2,57.6653398923931,-1347946.8142809805,0,0,1,0,0,0,-1.4568213007817423,-1.2072411091187756,0
1965,144980326.3898918,20550.260345100745,62.92118207602498,9122333.514219912,79.79716392590858,18.06679247541159,31.51715662608336,-29.38111302740353,60.5740707214952,172.40403888830846,6.637753345719562,36.977595395768944,8058391.320371121,558054.9570354975,3.367259950677234,0.0,0,0.0,21.088468751853007,4,70.48818461035799,-6834876.492590643,0,0,1,0,0,0,-1.4632889929016364,-1.327442394836309,0
1997,209987549.62743923,36895.53317277908,11.18767390351685,2349272.229030352,81.93481896342327,36.09190210135751,38.075615294420814,-56.10233635920159,283.76927233718754,30.654226495636173,9.81057534509814,27.72584515081173,2726235.048877077,8377814.759310074,4.505229710096234,1.0,0,0.0,39.528727537631376,3,69.12181366561947,5651579.710432997,0,0,1,0,0,0,-1.4227082200289982,-1.4032492275994446,0
2019,93159245.51953012,33554.33563950389,34.54747518890239,3218416.7232028325,87.84596708595446,23.80921491182376,13.184440926303935,-25.54283755300496,250.356970727126,94.66008201759256,6.191726161807939,21.66303988856034,7810837.666084793,8925543.563592486,4.162882692330774,0.0,1,0.0,28.6236173510989,5,49.30378307286402,1114705.8975076927,0,0,0,0,1,0,-0.4066953070620515,0.7132141534193952,1
2020,201062661.05237857,38689.97606203636,50.69458257565209,10192787.673600152,58.42712282456473,36.43705971616073,56.94214655834641,-54.33789584200903,50.43330413062121,138.90315625728675,4.988376977089758,7.953198682981061,3052716.046815599,4534906.609314346,2.453780436528721,0.0,1,1.0,74.231603294113,2,66.83621313252917,1482190.562498747,0,0,0,0,1,0,-0.34014639202683045,0.745354619986131,1
1961,174740546.43269777,33179.35298740657,66.42094719806886,11929357.481558995,62.04264713901894,28.133918665821028,56.15209757001343,-46.32866337485339,204.5523421480029,181.9933953227087,13.316237877296825,31.443197927509647,5529376.214484161,646462.4982290613,4.664615983821896,0.0,0,0.0,57.88139590068348,1,55.77960887502272,-4882913.7162550995,0,1,0,0,0,0,1.5857399407496622,-0.4230230922987863,2
1990,132242792.97159024,4462.712632507222,10.535056680037991,1393185.3194822331,62.51842860859509,7.771706092102455,56.94214655834641,-27.68824265340673,128.95369362205372,28.866055303304105,10.637752008058376,8.117162804641739,8542364.416271344,1700978.3283261005,4.774125823065534,1.0,0,0.0,66.93184312068948,3,55.61146659113536,-6834876.492590643,0,0,0,0,0,1,-0.3156562224948339,0.6330118224500815,1
1998,269276398.18639404,14989.194614363774,28.9351286799442,7791547.2319952035,67.81035173238666,20.21753374756597,10.010789816846,1.9613247032013703,100.33351171473632,79.28225258304711,6.476321314615878,11.386470389929872,1637971.4865305473,1159851.7603813186,3.959933879554351,0.0,0,0.0,49.72790934363488,5,85.78671903764022,-478119.72614922863,0,0,0,0,1,0,-0.3664228961891385,0.548720171998147,1
1991,207925608.2378057,47026.08321462471,36.99454717446415,7692113.722732652,82.29617405695,11.173597063631329,39.1668995513144,-32.63667067189573,94.37953774714974,101.36505925803176,11.046344320946211,34.49681563833681,3493547.5998065057,1776397.2845502195,1.2907455510391472,0.0,0,0.0,19.101138260006778,2,54.691845590420925,-1717150.3152562862,0,0,0,1,0,0,-0.6071021480159936,1.8570888140763857,3
1968,108818512.91261998,11559.546838478134,31.86087257931037,3467052.7741790256,59.57824342124328,7.27966502145912,39.38060285617238,-6.238511298874784,202.17367696128557,87.29879086731043,3.4972647772680614,34.880201470071015,7249578.839825429,815835.4809777834,3.8629004668790494,0.0,0,1.0,70.96421434207997,2,82.37670632335592,-6433743.358847646,0,0,1,0,0,0,-1.408092480401705,-1.116805067616089,0
1974,241475095.52413693,23876.889849629195,34.62559879684616,8361219.777048868,81.31687066251928,18.083662588652857,21.30577956770199,-20.706312818874125,272.0315464633341,94.87414070335848,15.222504396376891,20.214634526957735,2096054.3988048756,1168621.3989625515,2.3114067848906186,0.0,0,1.0,58.77899368145321,5,87.92842432509275,-927432.9998423241,0,0,0,0,1,0,-0.35347816649531055,0.4988797686888687,1
1980,221692562.03673184,18167.9347998596,28.99163908211791,6427230.745758964,58.161600735140574,36.79501809898984,51.91080898335207,-46.86742781748248,252.52178931722463,79.43709108500308,4.923915833746345,30.19893251785605,698026.2627632472,7066472.648893051,1.5992634171022888,1.0,0,0.0,58.92038222607607,4,95.51651990523592,6368446.386129804,1,0,0,0,0,0,-0.3762644810027184,0.7193820055436344,1
2005,237713505.68694115,4771.786804709364,66.42094719806886,14839316.921772525,78.40590468789328,9.11844771190663,46.94048304875107,-34.464835448550986,111.20007285241444,181.9933953227087,15.222504396376891,12.704438801290465,9548808.561342595,558054.9570354975,1.0173378478632995,0.0,0,0.0,32.458896965753496,5,96.445575628952,-6834876.492590643,0,1,0,0,0,0,1.6026170609787684,-0.7253287253511626,2
2012,192645838.92925733,9468.840104895686,57.21091063248384,11021443.874701615,81.96005279398712,6.646180221083272,43.17696850275213,-30.37404479467068,215.2451301540106,156.75789513300572,4.203643801334884,36.38392862585116,3461998.919509097,8639646.974266559,0.958791940445708,0.0,0,0.0,55.877884689615634,5,70.20516218235925,5177648.054757462,0,0,0,1,0,0,-0.5663435590177168,1.95268737979708,3
1987,114431814.13601008,14690.022502269592,52.882894264618905,6051485.527463145,84.15134963257849,37.72811924104577,3.1522188568801512,-23.612866968886564,162.9419503849989,144.8991302850558,12.422981953612352,27.890248369480453,8786052.633307183,8334507.480873794,2.3154451943751044,0.0,0,1.0,82.27362725214945,4,66.48966459739646,-451545.15243338887,0,1,0,0,0,0,1.633317093501743,-0.4082041311898286,2
2004,105224976.16567646,23434.265041439798,31.69558827691926,3335167.520995924,70.41142165762369,23.55369218255964,56.94214655834641,-53.398876280956415,137.70659522030843,86.84591187875878,5.616618363584014,35.01959867162306,2205655.2591006863,6187897.498574798,3.028181718081464,0.0,1,0.0,40.59737413134862,5,96.445575628952,3982242.2394741117,0,0,0,1,0,0,-0.5778072165708635,1.9825456735968683,3
1986,196591256.86702004,43788.937289236135,62.299032755265046,12247445.150957206,63.14859946555493,24.550310148952114,43.10232239791005,-30.801232012417103,96.05059180833152,170.69934974942623,15.222504396376891,18.716903655582332,5300067.326713619,9172089.736040335,3.548875464062484,0.0,0,0.0,56.65880207683956,1,48.55624208083353,3872022.4093267163,0,0,0,0,1,0,-0.3656291807714452,0.6418678062169318,1
1964,40139102.38210344,26023.005967705936,11.06705366828812,444221.6002596503,80.89536933339036,37.49585534229692,56.94214655834641,-60.3822373636425,33.55555164166851,30.32372705110945,6.352102633423184,6.671583164251271,8679699.972273095,893053.5014521357,4.398803535908374,0.0,0,0.0,20.070407675535176,2,53.99588678942796,-6834876.492590643,1,0,0,0,0,0,-0.38139221091098213,0.774763232910625,1
1976,246154390.7990741,32769.29555875213,14.322204206736522,3525473.4514091657,62.83665828641365,29.5062567374516,5.206789064295703,2.4502959118390493,65.80414862656176,39.24283952645808,3.4972647772680614,38.24432600462176,619903.8646389432,2557584.2014056416,1.1519767384492112,0.0,1,0.0,40.2690880526937,5,47.503677451486936,1937680.3367666984,0,1,0,0,0,0,1.5439825689564073,-0.47042050364026344,2
1996,111730279.81542385,21584.78000899855,66.42094719806886,7487466.208045025,55.92355104725601,33.93844929090589,41.66096680025228,-31.52296713841417,174.2577944749571,181.9933953227087,3.977128601913945,31.67525123544741,7538475.147842708,4802610.67915504,1.912519679645924,1.0,1,0.0,85.67525208926813,4,83.50978927371412,-2735864.4686876684,0,0,1,0,0,0,-1.3761262588130767,-1.1669565780907847,0
2017,189481224.82029915,43568.08642161474,41.85423972246594,7930592.606535264,83.38745794782504,31.967271669883207,44.6886180949664,-60.04334771267463,221.3103021923573,114.68061683955668,14.084858348779292,10.82525216791698,1326444.1270580706,1366609.2563036203,0.7246161042749701,0.0,1,1.0,31.609102191584046,1,43.684064016238,40165.12924554967,1,0,0,0,0,0,-0.36767812906524977,0.5921030758366569,1
1983,150220110.565092,33299.76197745964,15.36475541850066,2308095.2577727656,66.44963719028125,26.41501017717161,3.880307991145153,3.25504464140198,24.02630835178797,42.099429846691805,3.4972647772680614,27.40327613200596,2281381.6929572937,6265531.202238372,3.4913581475721416,0.0,1,0.0,74.5088841267965,1,84.62820196021373,3984149.509281078,0,0,0,0,0,1,-0.3617078626607994,0.8492525387953803,1
1990,156278621.1153715,4986.197530399618,66.42094719806886,10422919.964492746,72.8333506536651,29.093954210902066,3.8688633668496064,-5.796168231416772,119.95812626083006,181.9933953227087,14.297743115413546,38.09664396326272,3553069.62805892,8333024.087582076,0.7246161042749701,0.0,1,1.0,82.67357243768002,1,92.16963420338708,4779954.459523156,0,0,0,1,0,0,-0.5288953689305792,2.0088588572571426,3
1994,221663837.7142028,24136.309759663647,66.42094719806886,14839316.921772525,86.7377618560794,24.62460481278666,45.73596594372739,-57.09833261259345,58.083031500028646,181.9933953227087,5.523791841781017,36.43900883806828,2957901.2482921253,8492200.795221418,0.7246161042749701,0.0,0,0.0,85.9110441412548,4,68.29167200348734,5534299.546929292,0,0,1,0,0,0,-1.3848949914245834,-1.272782780646421,0
2000,188374346.04775408,41448.09312325751,62.29704943268864,11735165.947587332,55.43186484936909,17.438905636670345,47.860774288874566,-20.731544774914,184.6150901964651,170.6939154455669,7.023805112215863,37.89904546009878,3734564.4378208183,3010835.6013317383,3.1916321265651866,1.0,1,1.0,44.13072901251167,3,51.94539647267287,-723728.83648908,0,0,0,0,1,0,-0.42452661512576445,0.751393211909334,1
2000,75842387.51536833,36815.93995694332,20.506260573805243,1555243.760929657,72.28735585782331,14.987340490362904,54.61069266346174,-41.88538901164796,260.75031847336254,56.18715397222637,15.222504396376891,8.847813712461072,6953111.638263974,1500028.8740201162,1.371456136872202,0.0,0,1.0,28.48285347256261,4,82.542476024015,-5453082.764243858,0,0,0,1,0,0,-0.530227091926672,1.7942756770684236,3
2013,23193553.4956976,45312.90181510512,23.10210908467078,535820.0029187532,72.35058366592384,11.158055922041369,46.32243465581348,-29.831074243778687,279.61218514150204,63.29977889199794,11.955767971556613,34.895821388156335,2438061.2793325908,7781709.749931017,3.4603532310614127,0.0,1,0.0,52.16061310417991,4,45.75938920793581,5343648.470598426,0,0,0,0,0,1,-0.3733280281565851,0.7531510812076604,1
1963,252229986.142222,11769.55802898968,31.453235415871735,7933449.133073376,84.47565223193025,17.390069364654153,14.422282209493533,-16.28800380607794,266.71354616169754,86.18186503948857,4.621077487882338,36.196070242641696,6131806.531557466,3545201.69696529,2.1031375984290173,0.0,0,1.0,55.08114052403368,1,65.38193389965002,-2586604.834592176,0,0,0,1,0,0,-0.581631398900514,2.0006109753367,3
2022,265583328.35080543,47463.75142502616,42.65591218077061,11328699.130808724,63.65035889294626,25.19137001552346,56.94214655834641,-46.96385470496716,262.98455213327514,116.87719937531148,6.496640227336478,11.32778620983592,5949530.700391986,6538374.637171764,1.6669246968594906,0.0,1,0.0,75.96417522707337,3,89.85729154498412,588843.9367797775,0,1,0,0,0,0,1.6359041476391667,-0.5047655675716901,2
1979,50184463.34227829,14611.34455955835,66.42094719806886,3487408.2692444185,66.04856358615723,25.563805929243497,16.03431312318491,-7.646682638585645,184.27047979789265,181.9933953227087,9.78323120196814,29.763356339028224,2423329.1625916963,791002.623542536,3.922347722595324,0.0,1,0.0,21.09691530787569,2,41.04822205454006,-1632326.5390491602,0,0,1,0,0,0,-1.4481606290849331,-1.2531461695641486,0
2002,93533643.0089402,2983.9039407918185,66.42094719806886,6280660.714536125,70.7717264737905,28.91967681573947,43.63288551737948,-43.324288806909465,80.46172273840268,181.9933953227087,15.050256556284136,29.245465317428536,797045.9307478662,4891529.750436812,3.8359180879632135,0.0,1,1.0,43.9127001505054,2,41.366692142819545,4094483.8196889455,0,0,0,0,1,0,-0.3944556369526602,0.7252746457445804,1
1976,85420372.19758797,25035.79504622614,64.87403881535313,5541564.541568233,56.68799928979102,35.77988332002954,31.76251050759565,-24.230393117416213,226.6170852367925,177.7548663540676,12.735476710175853,29.10320122182228,2509292.6280605267,2987736.89592528,0.7731867840597835,1.0,0,0.0,85.9110441412548,1,46.10113769966259,478444.2678647535,0,1,0,0,0,0,1.6270453160101317,-0.29261086909192296,2
2005,281297119.66130626,5961.767554584513,10.80295942288048,3038841.369474246,68.82645577730705,27.814685846119925,7.33849130729769,-3.9796329307246623,220.1071828896841,29.600108818692515,11.284337086664602,25.042740868449133,6498863.177912228,6780283.185840793,3.760026428416023,1.0,0,0.0,85.9110441412548,2,67.93054413266414,281420.00792856514,0,0,1,0,0,0,-1.3620737615466068,-1.3908793663963515,0
1969,62228437.19727583,34224.89157997879,54.21581243956621,3373765.279494832,67.44327176921068,10.981019853135122,55.62774207363229,-34.05203369597808,58.32934148616276,148.5513260844114,7.926811087464483,13.33271022983362,2545272.221065673,6112736.339446046,4.756679862216354,0.0,0,0.0,57.48281056744189,2,90.54155079624584,3567464.1183803733,0,0,0,1,0,0,-0.5218415238756412,2.028173340260821,3
1996,50795230.39784977,45077.53540208166,61.994980987079934,3149049.342749041,57.89577900066512,6.646180221083272,35.27557421960219,0.929225570119101,66.50037155495659,169.86624790459902,11.931026636165551,8.764264558682703,2128917.661132014,4535197.317088726,2.6311106268345017,0.0,0,1.0,54.35771527526373,3,83.8477543324826,2406279.655956712,0,0,1,0,0,0,-1.3608390577934413,-1.325309489648218,0
1980,55369726.37471151,46106.49195501671,26.66316942002632,1476332.3950694324,83.32090075190766,11.89054867188159,5.508964541746972,-0.720413965536224,41.70776049176057,73.05708421087212,4.860734638075343,13.601720772258597,9368819.82633884,9327043.513358504,2.894624011623109,0.0,0,0.0,20.799621683112036,3,33.73078282854928,-41776.31298033707,0,0,1,0,0,0,-1.4254923405320292,-1.272956559861994,0
